Row ID,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
3687,ND,,408,,no,,,,37.25,,90,20.65,168.9,,,10.1,,,,0
3688,TX,,415,,,,192,,,,,,,,5.22,,,,,0
3689,OR,49,,no,no,,119.4,69,20.3,273.3,,23.23,,153,9.65,,7,3.35,,0
3690,,143,,no,,,,69,,,,,234.9,,,11.6,5,,,0
3691,,166,510,no,no,0,,103,,276.4,,,,113,,,,4.13,0,0
3692,,,,,no,0,199.2,,33.86,187.3,12,,,85,9.63,,,3.59,,0
3693,,,510,,no,,131.4,78,,,,,,,,,2,3,1,1
3694,,57,,no,,0,,96,28.83,,112,,,,,11.2,4,,0,0
3695,,,,no,,,115.8,,19.69,,111,,,,,13.1,5,,,0
3696,,,408,,,,,,,,,17.79,289.9,,13.05,14.5,,3.92,2,0
3697,,92,,,,0,249.4,,42.4,,95,,169,,7.61,,,2.46,,0
3698,,,,no,,0,,,37.77,,122,,266,,11.97,,,2.94,1,0
3699,,,,,,,,,24.65,,92,,,,14.78,,2,3.94,,0
3700,NC,,408,no,no,0,131.2,,22.3,,,,159,,,8.2,6,2.21,,0
3701,,,,,,,216.2,,36.75,,,15.54,,,,,3,,,0
3702,FL,,408,no,yes,32,,,,216.5,,18.4,,,,,,,4,0
3703,,165,,no,,0,156,88,,,,23.47,,,,,,2.51,1,0
3704,,90,510,,,22,187.9,121,31.94,209.9,,,256.7,,,10.4,5,,,0
3705,AZ,,415,no,,0,179.1,71,,,,,,,,,,,,0
3706,,116,415,no,,,,,,212.7,,,,,,,,,1,0
3707,,,408,,,0,257.1,53,43.71,312.2,,,,82,8.24,8.8,,,1,1
3708,GA,,408,,no,,227.4,,,,,14.96,,,,,4,,,0
3709,,13,510,,,,176.6,,,,,,104.5,128,,,5,,,0
3710,,,415,no,yes,34,,,45.66,,142,,166.3,106,,11.6,3,,2,0
3711,ND,132,,,no,0,163.2,80,27.74,,,,87.5,,,,10,,,0
3712,,87,415,,yes,21,,113,,,,,,82,,10.6,,,0,0
3713,,108,,no,no,,,,34.19,,,,,113,,11.6,,3.13,3,0
3714,,,,,,,115.5,,,,,,254.9,,,,,3.11,,1
3715,,,,no,,,,,,,,13.57,,,,8.9,,,1,0
3716,DE,,,no,,,256.2,,43.55,160.7,,,,,11.22,7.4,,2,4,0
3717,,86,,no,,,123,,20.91,,,,,,,,,3.59,1,0
3718,,70,,no,no,,,130,,159.5,,,,,,11.6,4,,,0
3719,,,415,,,,137.4,100,,176.7,83,,,,8.47,,,2.75,2,0
3720,,,415,,yes,,,,,213.2,,18.12,207.8,104,,11.4,,,,0
3721,,,,,,,260.4,,44.27,,,12.41,,,,11.5,,,,0
3722,,,,,no,,,,,,,,284.6,,,,,,,1
3723,,,415,,,,,,29.41,,,17.8,,,,,4,3.29,0,0
3724,TX,32,,,,,,,26.84,,132,,,,,,3,3.46,1,0
3725,AR,97,415,,yes,,203.1,,34.53,211.8,91,,,,11.07,9.7,,,,0
3726,,,415,,,,83.4,,,232.2,,,,,6.6,,5,2.05,1,0
3727,KY,,,no,,0,,,,,,,204,103,,,,2.13,1,0
3728,,71,,,,,,,29.87,,,,268.4,154,,,7,,,0
3729,,,408,,,0,,,36.89,,83,12.95,134.3,,,11.8,4,,,0
3730,NC,129,,,no,,54.7,,,,105,,176.6,135,,11.1,,,1,0
3731,,,,no,,0,,,,,,,,125,,,,,,0
3732,MI,,,no,no,,,95,,,131,,,,,,,,,0
3733,CT,94,415,no,no,,,,,224.6,115,,,,,13,,3.51,,0
3734,,,,,,,144.8,,24.62,,66,9.56,,79,,,,,,0
3735,NJ,,,no,yes,,,,39.27,,82,,148,,,8.3,5,2.24,2,0
3736,,69,,,,,155,,,142.4,105,,,,,,,1.59,1,0
3737,IN,46,,no,,,,,,,96,,,132,,,,,,0
3738,AZ,,,,no,0,168.7,125,28.68,,79,17.72,,86,,,6,,,0
3739,WY,,,,no,0,231.2,135,39.3,188.7,,,,124,,,,,1,0
3740,,,,yes,,0,,,36.99,195.7,,,178.8,106,,,8,,2,0
3741,,146,,no,,0,214.8,86,,,,,,100,,5.8,3,1.57,,0
3742,,,,no,,,183.4,,,,,,203.5,38,9.16,6.7,,1.81,5,0
3743,,,408,,,0,,73,25.33,,81,11.14,,,,8.6,,,2,1
3744,,,,no,,,,,19.98,,127,,,114,8.75,,,,3,0
3745,HI,118,,,,0,133.4,,22.68,,92,,,,,5.9,4,,,0
3746,,59,510,,yes,,,,,,82,18.8,,,,6.8,,,1,0
3747,,,415,no,,,192.6,,32.74,,,,216.2,,,,2,,2,0
3748,CA,,415,,yes,19,165.8,,,,,,,,,,,0,1,0
3749,DE,,415,no,yes,,,,,180.5,,15.34,,,,13,4,,0,0
3750,RI,,,,,,,94,,193,,,,100,10.46,8.4,9,,,0
3751,,,415,,,,197.6,105,,80,,,,82,5.44,15.6,,4.21,,0
3752,RI,,,no,,0,,,,,,18.68,,89,,4.4,,1.19,1,0
3753,AK,,,no,,,175.7,,,,,,,,,,,2.32,,0
3754,SC,,,no,,,78.3,119,13.31,198.2,94,,,,11.18,,,,1,0
3755,WA,,408,no,no,,,,48.57,230.9,106,,230.7,140,10.38,,,,0,1
3756,,,,,,,140.3,108,23.85,,111,20,,57,9.04,,6,,,0
3757,AL,121,408,,,35,68.7,95,11.68,,,,,,8.88,,4,,,0
3758,IA,163,,,no,0,,,20.83,221.4,,,,,,,,,0,0
3759,,,510,,,,,,,,129,23.38,,,,11.2,5,,,0
3760,,,,no,,25,141,101,,,85,,,138,,4.9,2,,3,0
3761,,118,415,,,,,114,,,,,,98,7.64,,,2.59,,1
3762,,110,,no,no,0,,,,,85,14.82,245.3,,,,,2.3,2,0
3763,KY,122,,,no,,,94,46.55,,,20.15,,,,,,2.81,,1
3764,MT,72,,no,,0,,,43.01,,78,,,,9.49,9.8,4,,0,0
3765,,,,no,no,0,173.2,,29.44,196.8,,16.73,,,9.42,11.2,5,,,0
3766,ID,,,,,,,,,190.8,,,129,105,,7.2,,1.94,,0
3767,,108,,,,,,,,,126,16.99,,,9.72,12.6,,3.4,,0
3768,,,415,no,,0,149.7,,25.45,182.2,,15.49,,,11.77,,,,,0
3769,,,,,no,,,,,,,12.2,,130,9.48,,4,,0,0
3770,,,,,,,229.7,,,,104,28.56,,,,9.6,1,,1,1
3771,MI,127,415,,,0,202.1,,34.36,229.4,86,,195.2,,,11.5,,,,0
3772,,96,,,yes,,,,,,113,11.34,,,,9.8,,,,0
3773,MN,,,,no,,,,,213,85,,196.1,,8.82,8.5,5,,,0
3774,,,415,,,,,,41.89,228.1,124,,166.4,,7.49,,8,2.46,0,0
3775,,60,,no,no,0,,88,,180.5,,15.34,,,10.06,,2,,,0
3776,,,,,no,,,70,22.93,,,,188.5,105,8.48,11.3,6,,1,0
3777,,148,415,,,,279.3,,,201.6,,17.14,,99,,,,,,1
3778,,,415,no,no,0,190.3,123,32.35,301.3,96,25.61,214.6,,,,3,,,0
3779,TX,,,,,0,286.4,,48.69,178.2,67,15.15,,152,,,14,,,1
3780,,146,,no,,,109,,18.53,,98,,228.3,,10.27,,,,,0
3781,,,,no,,,221.4,,,231.8,,,,100,5.51,,,,3,0
3782,,36,408,,,43,,,,129.1,117,,325.9,105,,8.6,6,2.32,2,0
3783,,,,,,,,113,,,94,23.1,,,,,,,1,0
3784,,,408,no,,0,191.6,115,32.57,205.6,,17.48,,,9.46,,,2.48,,0
3785,,,415,,,,131.4,,,189.9,,,,,,11.2,,,,0
3786,,,415,,no,0,,147,33.01,173.4,,,,,12.09,,,,2,0
3787,,,,,,,,,,,78,,,,9.39,,,,,0
3788,,,,,yes,,,89,,,114,,,95,,,,3.97,0,1
3789,ID,68,,,,,,,,,,,199.5,144,8.98,,2,,,0
3790,,53,,no,yes,18,,,24.96,,84,26.35,178.7,,8.04,7.2,,,,0
3791,,40,,,yes,31,224.7,69,,134.5,81,11.43,120.3,104,,,,,,1
3792,,,415,no,,0,,,,,,,,,4.78,,4,4.08,,0
3793,,108,510,,no,,,101,,,,,216.1,,,12.6,,,,0
3794,,,,,,0,,,,,94,,,113,9.32,3.4,,0.92,,0
3795,,65,,no,,0,245.7,,41.77,,113,,,,12.84,,,,,1
3796,,129,,,yes,,,,,177,,,216.5,,,16.4,,,,0
3797,,90,415,,no,,,146,,,117,,,,,,4,1.97,,0
3798,NC,155,408,no,no,0,,55,,,,16.54,146.5,85,6.59,8.3,6,,,0
3799,AZ,,,,,,,134,,,,,294.7,124,,,,2.19,,0
3800,,106,,,,,,,45.95,215.2,90,,,133,11.43,,,3.89,1,1
3801,,,,,,,98.2,,,180.5,69,15.34,,69,,9.3,2,,,0
3802,,53,510,no,,,,110,,,,,,103,,12,2,3.24,3,0
3803,,,,no,,,,108,,,,,187.2,,,10.3,,,,0
3804,WV,154,,,yes,,,,,,,,,,,,,,,0
3805,,56,510,,,,164.3,92,,,107,19.86,187.3,,8.43,,,3.19,,0
3806,,,415,yes,,,258.6,,43.96,222,111,18.87,326.4,,,,,3.02,,0
3807,TX,90,415,,,26,169,104,,188.8,104,,213.3,,9.6,13.3,3,,,1
3808,CO,121,408,,,30,,,,75.3,,6.4,181.2,,,5.8,3,,3,1
3809,,23,,no,,0,,,,251.6,,,,,,11.3,,,,1
3810,NM,113,,,no,0,,,,200.1,,17.01,266.7,,12,,3,2.97,,0
3811,,,,no,,0,269.7,85,,207.6,,,214.2,107,,4.5,15,,3,1
3812,,48,,,no,0,,93,28.66,246,,20.91,269.9,,,11.4,,,,0
3813,,108,,no,,,,137,,189,,16.07,129.1,102,,,,3.94,,0
3814,,130,,,no,,216.2,,36.75,363.7,,30.91,,123,5.7,,2,,5,1
3815,,98,415,,no,,0,,0,159.6,,,,88,7.52,6.8,1,1.84,,1
3816,,,,,no,,,,,249.5,104,,162.8,115,7.33,,,,,0
3817,VT,128,408,,,,,130,38.74,302.6,71,,,82,,5.5,,,1,1
3818,,,510,no,no,,,,,,123,,,,,,3,,,1
3819,MA,,415,,,,,99,,,120,,164.9,,7.42,,,4.32,,0
3820,,131,415,,no,,,,,,,,,,,8.9,,,,0
3821,,35,415,no,no,,,,,258.1,,21.94,131.3,123,,,2,,,0
3822,,152,,no,no,0,197.1,,33.51,,76,,78.1,100,3.51,,,,3,0
3823,,111,415,,,0,229.4,,39,214.1,,,,,13.03,,6,,4,0
3824,NJ,,,no,,,,115,,,140,19.58,,120,11.76,,3,,1,0
3825,MD,141,,,,,,126,31.47,233,,19.81,152.2,106,6.85,,,2.46,,0
3826,MT,27,510,,,,,102,,118.9,104,,135.9,,6.12,9.2,3,2.48,,0
3827,,24,,no,no,,241.9,,41.12,,112,,,,,,,,1,0
3828,,,415,,,,,,30.5,,100,23.41,246.1,105,11.07,,,,0,0
3829,TX,82,,,,,,,34.05,,102,17.1,,,9.27,,1,,,0
3830,KS,,,,,,,137,,,103,,,,,,,,1,0
3831,,,,no,,0,,,,,,,,85,9.61,10.1,,2.73,,0
3832,,,,,no,0,180.5,82,,,,20.6,244.4,,,,,2.78,2,0
3833,,,,,,,,,,,,,,,,,,2.32,,0
3834,,,,,no,,136.1,,23.14,,,13.29,,,,,5,,,0
3835,,,,,,0,,115,,,,8.81,,86,7.03,12.2,4,,1,0
3836,NM,119,,yes,yes,,,,27.2,,,,,,,,,,,1
3837,,,,,,,,,37.01,,,,242.9,,,,,,,0
3838,ND,,408,no,,,,,,192,99,,163.1,100,,,,,,0
3839,,112,415,,,0,,,,193.2,,16.42,,91,,11.2,,,,0
3840,,,,no,no,,,,14.57,,,18.84,,,8.58,11.6,,,,1
3841,MO,,,,no,0,129.5,,,,,16.49,287.9,,12.96,,,,,0
3842,,119,510,,,,,122,,,107,13.87,160.6,,,,,3.02,,0
3843,,,,,yes,,,,,310.6,,,234.7,92,10.56,9,4,,1,0
3844,,83,,no,,,,117,,,97,,133.6,,6.01,10.8,,,,0
3845,,137,415,,,22,,,,179,,15.22,179.6,,,,,,2,0
3846,OH,,510,no,yes,,,,,,,17.08,,,11.11,,6,,0,0
3847,,111,415,,,0,229.4,107,,,99,,,95,,,,,4,0
3848,WA,166,,no,,0,156.8,,,,93,14.58,,97,6.71,,10,,,1
3849,,,415,no,,,,,,,91,,,,,,1,,,0
3850,NV,130,,,no,0,,,,,98,9.37,227.4,,10.23,9.2,,2.48,,0
3851,,,,no,yes,20,,91,,199.7,,,,110,,,,,1,0
3852,MN,79,,,,,,,8.6,201.4,,17.12,146.8,,,4.2,4,,2,0
3853,CA,,408,,,0,,89,41.58,,80,16.05,,,,,,3.05,,0
3854,,,,,yes,,,,,,,,,130,13.45,8.8,,2.38,2,0
3855,,88,408,no,no,0,142.2,,,,84,22.3,139.2,,6.26,,5,,1,0
3856,,85,,no,,0,,,43.4,,,,,,,3.7,5,,,0
3857,,,415,no,,0,,91,,,100,,,,11.46,,,2.16,2,0
3858,NY,,,,no,,122.2,,,167.2,62,,194.8,,,,,,,0
3859,,,,no,,39,260.8,130,44.34,213.4,111,,195.6,,8.8,10.1,,2.73,1,0
3860,NE,,415,,,0,,,,,,,,107,12.66,,3,,,0
3861,,158,,,,,222.8,,,,128,17.26,,106,,,,,,0
3862,,,,,,0,172,,29.24,,,,,100,,,,2.73,1,0
3863,,,,yes,,0,,91,,160.9,,,,,,9.3,5,2.51,,0
3864,,110,,,no,0,,,,,,19.83,,57,,,8,,3,0
3865,,41,415,no,,24,,,,199.7,106,,217.7,91,9.8,,,,1,0
3866,WI,,,yes,,0,62.3,,10.59,275,82,23.38,,,,,3,,,0
3867,WI,,510,no,,,,67,,,,,,,11.94,3.5,,0.95,,0
3868,OK,,408,no,no,0,65.4,,11.12,,76,14.3,,113,,13.8,,,,0
3869,NM,,,,no,0,,,,,87,22.28,,,,,3,,2,0
3870,UT,,,,,0,203,92,34.51,150.9,125,12.83,,131,,,,3.94,1,0
3871,,,510,no,no,0,,,28.07,240.8,56,,,100,,9.5,,,2,0
3872,NY,,,,no,,182.6,83,31.04,,111,13.13,,,,,,,,0
3873,ID,96,,,no,,,,,277.5,88,,,,,12.2,,,,0
3874,,,,,no,,189.4,,32.2,,,12.38,,,8.68,,13,,,0
3875,MI,110,,,,0,,,16,283,97,,,,7.59,10.3,,2.78,,0
3876,WA,,,no,,,202.6,,34.44,210.7,123,17.91,81.1,86,3.65,,8,,,0
3877,,,,,,,,,,226.3,97,19.24,,111,,,,,0,0
3878,ID,,,,,,125.2,,21.28,205.4,,,,,,18.9,2,,,0
3879,,102,,,,0,,70,,,,23.38,141.1,92,6.35,11.2,,,,0
3880,OR,12,415,,,0,204.6,,34.78,,,18.06,182.1,95,8.19,9.8,7,,2,0
3881,MD,,,no,,0,,,,,,17.89,234.7,,,,,,,1
3882,,,,,,,211.8,,,,137,19.63,217.1,99,9.77,,9,2.89,,0
3883,,155,510,,yes,38,,84,39.88,,,,,,8.85,,,,,1
3884,,,,,yes,22,,97,,289.9,,,,,,,,,,0
3885,,157,415,,,,,74,,213.4,96,18.14,196.8,81,8.86,7.9,6,,1,0
3886,,,,,,,,141,50.15,,,19.01,,109,,,,3.48,2,1
3887,NE,89,,no,yes,29,163.5,80,,,136,23.36,381.9,147,17.19,,,,,0
3888,,115,415,no,no,0,,111,,,98,,205.6,,,15.6,,4.21,,0
3889,IA,,,,,26,,115,,185,,,,,8,8.1,,,1,0
3890,MN,,,no,yes,,,,36.02,,,,213.5,95,,,,,1,0
3891,,,,,,,,,22.92,167.2,78,14.21,161.5,,7.27,,,,2,0
3892,IN,,415,no,,,,,43.08,,151,,275.8,103,,,2,2.27,,0
3893,,,408,,,30,,,31.45,,,21.21,157.8,,,7.4,,,0,0
3894,KS,70,,no,,0,,114,,215.9,113,,,,10.06,,0,0,1,0
3895,,,415,,,0,,107,,186.4,,,,,,,,,3,0
3896,,,415,,no,,,,,,68,,239.2,99,10.76,,,,,1
3897,MT,28,,,,,,48,,125.8,,,261.6,,,8.3,2,,6,1
3898,,146,510,no,,,,,19.65,,,18.16,,72,,10.7,6,,,0
3899,,127,415,,no,0,,,,,113,13.66,,,,,,,,0
3900,AR,34,,,,,,,21.22,,,,,,,10,4,,2,0
3901,,110,,no,no,0,,,25.47,,93,15.3,,,,,,,,0
3902,,,,,no,,211.8,115,36.01,260.5,102,22.14,144.2,,6.49,10.8,7,,,0
3903,,66,415,,,0,,,5.78,278.6,,,129.6,,5.83,,3,,,0
3904,VT,,,,no,,190.7,,32.42,218.2,,,129.6,121,5.83,8.1,3,,3,0
3905,OR,76,415,no,no,,169.5,77,,,,,,92,,,,,,0
3906,,,,,no,,,98,31.64,254.3,,,214,,,14.6,7,,2,0
3907,,,415,no,,,,81,,,130,,,,,,,3.11,,0
3908,,,415,,no,0,,,,,,17.09,,82,,,3,,1,0
3909,,116,,no,,,,,,,131,20.45,,,,,,,5,0
3910,,,,,yes,,,,,,,,,,10.22,,2,,3,1
3911,OR,,,no,,,111.2,101,,,94,,,85,,12.6,2,3.4,,0
3912,DC,,408,no,,0,,,28.66,187.7,,15.95,,,,14.4,8,,2,0
3913,,59,415,no,,0,,119,,134.5,,11.43,298.6,,,,6,,,1
3914,SD,,408,,,,,,8.87,128.8,,,141.7,63,6.38,,12,,,0
3915,,73,,,no,0,,,,198.3,87,,364.9,,16.42,9.1,,2.46,1,0
3916,,,,,no,0,,122,,,,,210.3,78,9.46,7.2,3,1.94,1,1
3917,,,415,no,,,204,69,,,110,19.13,,,,9.6,,,,0
3918,OH,,408,,,0,,,15.49,,115,,,89,13.53,,,3.21,2,0
3919,,,415,no,,,271.6,,,229.4,,,,,,10.9,,,,0
3920,RI,,,,yes,29,,,,,,13.76,,,5.77,8.8,5,,,0
3921,,116,408,no,no,,,,8.69,,137,,198,,,12.3,,,,0
3922,MN,74,,,,,,91,32.93,,,,138,,,,3,3.94,2,0
3923,,,510,,,0,,,23.56,172.3,,14.65,,92,,,3,2.65,,0
3924,ME,,408,yes,,,156.5,122,,,125,,,,7.14,,3,,,1
3925,KS,47,510,,no,0,,,8.13,,123,15.21,152.6,96,6.87,13.3,,,0,1
3926,VA,,,,,,,,,149.5,,,255.1,67,,,,,2,0
3927,OK,46,,no,,0,,,27.91,196.2,153,16.68,236.1,,10.62,,1,,,0
3928,NV,,415,no,,0,,132,24.72,129.3,,10.99,186.4,,8.39,,4,,1,0
3929,,,408,,,39,,106,,,101,,263.7,,11.87,5.1,7,,,0
3930,,,,,,31,,94,,,95,,259.3,117,,,,3.48,1,0
3931,WA,,,no,,26,,,27.42,250.3,,21.28,,,,6.6,8,,,0
3932,,,415,,no,,,,26.21,112.3,,,,,11.09,15.4,4,4.16,4,1
3933,,,,no,no,0,70.7,,12.02,,,,174.6,107,,,0,,2,0
3934,,,,,no,,,,,,75,,,91,,,,,3,0
3935,,,,,,0,,122,34.65,283.1,76,,197.3,83,,,,,,0
3936,NJ,,,,yes,,,83,16.37,,91,,,,7.48,,,2.78,,0
3937,UT,36,,,yes,16,149.4,,25.4,,,,,,,,,1.81,0,0
3938,,136,,no,,,142.3,79,24.19,158,113,13.43,177.5,75,7.99,6,,,2,0
3939,,77,,no,no,,,86,29.84,205.1,,17.43,,,11.03,17.8,3,,4,0
3940,,84,,,,,190.2,,32.33,,,16.8,,102,,,6,,,0
3941,DC,74,,no,,,,,14.57,247.7,67,21.05,,,6.41,,5,,,0
3942,,,,no,,22,141.8,,24.11,167.3,99,,178.1,130,8.01,,,2.11,,0
3943,,26,,,,,234.5,109,,216.5,129,18.4,191.6,,8.62,,,,3,0
3944,ME,,,,,,,,,,74,20.26,,,6.78,10.7,,,,0
3945,WA,,,no,,,146.7,,,203.5,,,203.4,,,13.7,3,3.7,1,0
3946,,117,,no,,,,,34.97,,,,159.4,,7.17,,,2.35,,0
3947,,,510,no,,,,84,,,85,,,,,10.9,,2.94,,0
3948,,147,,,,,197.3,134,33.54,,,,,90,,,,2.73,,1
3949,,,,,,,226.2,,38.45,,125,,,,11.65,10.5,,2.84,3,1
3950,TX,,,,,0,,,24.48,,91,11.54,212.4,,,,,,1,0
3951,,,415,,,,158.7,,,,127,,218.3,,9.82,,3,,1,0
3952,,82,,yes,no,0,208.8,101,35.5,213.7,,18.16,,86,,12.4,,3.35,,0
3953,,,415,,,0,,94,,270.4,92,,191,,,7.9,,,,0
3954,NE,,,no,,,,,26.52,,,,,104,,,,2.4,,0
3955,,,,,,,,,,,,14.87,234.7,134,,,4,,1,0
3956,NY,40,,,,0,,105,,,,,107.5,91,,9.3,6,,,0
3957,MI,61,,no,yes,,,53,,,,17.06,,102,9.08,10.9,3,2.94,3,0
3958,NH,75,,,no,,,105,,,,,,98,,,,,,0
3959,,,415,,,,185.4,,31.52,197.6,126,,,110,,,,,2,0
3960,MD,112,,,,0,,103,,200.2,71,,,,11.62,11.6,4,,1,0
3961,OH,123,408,,,0,,150,,,,,,,,14.9,,,,0
3962,NC,,408,,,0,142.5,,,231.4,,,,,5.9,,4,,,0
3963,,,,no,no,,138.9,,23.61,208.9,,17.76,,82,,,,2.48,2,0
3964,KS,137,,no,no,0,230.2,,39.13,,,,204.7,,,10.7,7,2.89,,0
3965,,,415,,,,,,,,115,24.24,,,,,,,1,0
3966,MD,105,,,,,,85,,,101,,,126,6.01,10.9,,2.94,1,0
3967,MS,126,415,no,,,256.5,,,,,,,,8.47,,5,,,0
3968,,,,no,yes,,157.6,129,,247,,,259.2,,,13.7,,3.7,0,0
3969,,,,,,0,,,42.02,168.7,122,14.34,,100,,,1,,,0
3970,,,,,,,,,38.34,246.3,,20.94,245.7,,11.06,9.8,,2.65,0,0
3971,,,408,no,no,,138.1,115,23.48,,,,215.7,118,,,2,,,1
3972,,80,510,,no,,,,25.47,,,23.49,,,10.86,,,,,0
3973,,85,415,,,,,112,,,126,,,,,,,,,0
3974,,108,,,,,,,19.14,114.9,,,177.8,119,,7.2,,,,0
3975,CT,124,415,,,,151,98,,,,,,,,9.2,,,,0
3976,,58,,,,,,,40.61,,,,181.1,,8.15,,3,,2,0
3977,,,,,,,,,,143.4,114,,,,7.66,,,2.94,2,0
3978,MD,,,,no,,,106,25.57,,,16.92,109.7,,,,,,,0
3979,VA,,415,,yes,32,209.9,,,,,,,,,8.7,,2.35,1,0
3980,MO,,408,,,0,,,,240.1,117,20.41,145.7,,,,4,,,0
3981,,,415,,no,0,,,27.46,192.9,137,,,,,11.2,13,,0,0
3982,,,,,,0,,,,,,,,,8.61,,1,,2,1
3983,,,,,,0,,,32.81,,,,,79,,,,2.59,,0
3984,HI,,,,,0,109.1,97,,115.7,96,,295.8,84,13.31,8.3,,,,0
3985,,,510,no,no,,139,,23.63,,,19.12,170.8,,,,,4.24,,0
3986,,142,,no,no,,243.4,,41.38,161.4,,,,,,,5,2.7,4,0
3987,OH,,,,no,,,93,,,,19.63,269.8,,,9,7,2.43,2,0
3988,WV,,,,yes,,209.8,130,35.67,196.6,84,16.71,233,79,10.49,,,,,0
3989,,154,415,no,,,350.8,,,,,,253.9,,11.43,10.1,,,,1
3990,,119,,,,0,,,30.06,224.7,,,,,9.21,7.5,15,,,0
3991,,73,,no,,,,,36.43,,135,,,92,,,,,1,0
3992,,,408,no,no,0,,,33.76,,,,,,11.06,,6,,1,1
3993,,,,no,no,,,95,28.27,,87,20.34,123.2,108,,,,,,0
3994,MN,122,,,,,140.1,,,231.4,,,188.1,127,8.46,,5,,,0
3995,DC,,,,yes,37,,,,221.9,,,,100,8.51,7.3,1,,2,0
3996,,90,408,,,27,,,26.64,,,20.1,,,,,,,,0
3997,,,,no,no,,,120,,,89,,,,,15.3,,4.13,,0
3998,,,,,no,,143.6,,24.41,152.4,,,194.4,,,,,,,0
3999,WI,100,,no,yes,38,224.7,121,,,131,,290,61,13.05,9.8,6,2.65,,0
4000,,,,,,,145,,24.65,,,14.94,,,,16.7,,,2,1
4001,NV,,,,,0,139,96,23.63,224.9,64,19.12,,118,7.69,,,,,0
4002,,111,415,,,,166.2,,,,109,,,92,,,,3.02,3,0
4003,,,415,,,,201.1,101,,,,,,,10.68,,,3.13,,0
4004,,,510,,,,,89,24.19,,,,203.1,,9.14,,,,,0
4005,,,,no,,,207.9,95,,233.5,,,221.3,92,9.96,,,3.65,1,0
4006,,77,,,yes,,204.9,84,,,,17.09,,,,,5,3.05,0,0
4007,NV,,,,,,230.2,,,196.1,,,215.4,108,,,2,,1,0
4008,MI,53,415,no,no,,57.5,95,,,131,22.57,,128,,11.6,6,,,0
4009,,78,,,,0,,,,182.2,,,261.5,126,11.77,,8,,0,0
4010,,,,yes,,,219.4,112,,,102,,255.3,95,11.49,,,3.24,,0
4011,,63,510,,,,,81,,287.3,,24.42,,,10.36,,,,,0
4012,,,408,,no,0,,68,33.61,,,21.29,,,8.15,10.5,3,2.84,3,0
4013,,,415,,,,198,70,,,,,,,,,,2.05,1,0
4014,,,,no,,0,,,41.16,191,,,,,,,,3.97,,0
4015,,,,,,29,209.9,77,35.68,,52,13.43,,,,,1,,0,0
4016,MO,,408,no,no,,117.9,101,,160.4,92,,,150,,,,3.08,,0
4017,,,,,,0,,,,,110,,,,,12.2,5,3.29,,0
4018,MA,,,no,,0,156.9,109,,,87,,189.1,103,,11.3,5,,3,0
4019,,,415,no,yes,,182.9,54,,292.4,68,,,,,11.5,,3.11,0,0
4020,HI,,510,,no,,,,,218.8,107,18.6,,,9.37,,6,,,0
4021,,94,,no,,,177.1,112,30.11,,112,16.49,,,6.6,,4,1.59,,0
4022,,,415,,,,,68,,251.6,123,21.39,191.6,100,,10.9,,2.94,2,0
4023,TX,,408,,yes,,194.5,110,,213.7,,,,,10.65,9.5,,,,0
4024,,,,yes,,,,,22.12,,128,,,80,,,,3.67,,1
4025,NV,,,,,0,,,,152.3,,,,97,,7.5,,2.03,,0
4026,,,415,,no,,159.9,70,,236.8,,,,,10.26,9,1,,,0
4027,,93,510,no,yes,,218.7,117,37.18,,61,9.78,,,8.67,,5,2.54,,0
4028,,,408,no,,,,103,,177.4,,15.08,189.3,,,12,8,,1,0
4029,,154,,,no,0,,,24.8,,,17.7,,,8.14,14.4,,3.89,,1
4030,,83,,,,,195,,,,83,,,92,8.13,11,13,2.97,,0
4031,,,,no,yes,29,244.3,140,41.53,,89,,166.8,,,,,,,0
4032,MA,,415,no,,30,,111,30.28,,,,264,,,,2,,,0
4033,,80,415,,no,,189.1,,32.15,223.2,92,,,116,,,3,3.75,2,1
4034,,,408,no,,,,99,,,110,20.83,,,,15.4,7,4.16,,0
4035,,131,415,,no,,,,,209.4,143,,,,11.65,,,2.65,1,0
4036,,,415,,,25,,,,,,,150.8,,,10.2,,,,0
4037,MT,13,,,,31,,,45.1,,95,12.55,,,11.67,,,,1,0
4038,,,,no,no,,,,,,,,,116,,,,2.35,,0
4039,,31,415,no,,0,,,,109.7,72,9.32,,112,13.21,,,3.11,,0
4040,,39,408,,,,,71,,,,29.32,213.6,,,12.1,,,,0
4041,,,,no,,0,137.1,102,23.31,210.8,,,,,,,4,,,0
4042,,74,415,,no,,,93,,,,,,,10.88,,,,2,0
4043,,,415,,,,,103,39.85,279.3,109,,,,10.54,,,0.54,,1
4044,,64,408,no,,,,88,,,109,,167.1,124,,9,,2.43,3,0
4045,,,,no,,,164.6,,,,,22.34,123.8,,5.57,15.2,4,,,0
4046,PA,96,510,,,0,,125,30.52,,,13.8,264.5,,11.9,6.6,,,,0
4047,,,,no,,31,237.1,,,205.6,117,17.48,,,8.85,,,2.73,,0
4048,,,408,,no,0,196.6,,33.42,,103,,124.9,100,5.62,11.4,,,2,0
